text,label_id,label,display_name,source_type,text_length,word_count
"Remark: Modifier is missing or inconsistent with the billed service; Validate supporting information before appeal; (claim line 9) action: confirm payer rule. The service may be covered, but another denial condition should be reviewed. [review reference REF000160]",1,coding_error,Coding Error,synthetic_rarc_style,264,37
"Adjudication message: Diagnosis and docs do not justify the procedure. Additional follow-up is required. workqueue: pre-bill review. No duplicate was confirmed during intake, but adjudication notes still require review. [prebill reference REF000127]",6,medical_necessity,Medical Necessity,synthetic_rarc_style,249,32
"Denial reason: Submitted information does not meet coverage determination criteria. Please review before resubmission. Authorization details may be present, but the claim still needs validation. [case reference REF000171]",6,medical_necessity,Medical Necessity,synthetic_rarc_style,221,28
Remark: The service exceeded the authorized number of visits. Please review before resubmission. action: attach support if available. [audit reference REF000027],2,authorization,Authorization / Referral,synthetic_rarc_style,161,21
Claim review note: Service is not considered medically necessary for the reported condition. Validate supporting information before appeal. [audit reference REF000141],6,medical_necessity,Medical Necessity,synthetic_rarc_style,167,21
Adjudication message: Another carrier is primary and must process the claim first. Validate supporting information before appeal. action: confirm payer rule. [review reference REF000099],7,coordination_of_benefits,Coordination of Benefits,synthetic_rarc_style,186,24
Remark: Submitted information does not meet coverage determination criteria; (claim line 3) status: analyst review recommended. [review reference REF000150],6,medical_necessity,Medical Necessity,synthetic_rarc_style,156,19
"Remark: Duplicate submission identified for provider, patient, and date. Validate supporting information before appeal. (payer edit EDT-202) action: route to denial prevention team. [case reference REF000008]",3,duplicate_claim,Duplicate Claim,synthetic_rarc_style,208,26
Claim payment was the result of a payer's retroactive adjustment due to a Coordination of Benefits or Third Party Liability Recovery.,7,coordination_of_benefits,Coordination of Benefits,official_rarc,133,21
Claim review note: The HCPCS code requires a more specific billing modifier. Validate supporting information before appeal. (payer edit EDT-283) action: route to denial prevention team. [prebill reference REF000088],1,coding_error,Coding Error,synthetic_rarc_style,215,29
Remark: Other coverage information conflicts with payer records. Additional follow-up is required. (payer edit EDT-126) action: attach support if available. [claim reference REF000017],7,coordination_of_benefits,Coordination of Benefits,synthetic_rarc_style,184,23
Claim review note: Subscriber was not enrolled in the plan on the service date. Correct and resubmit if appropriate. (DOS 2023-07-24) status: analyst review recommended. [claim reference REF000031],0,eligibility,Eligibility / Coverage,synthetic_rarc_style,197,28
Remark: Submitted CPT code is not valid for the provider specialty; Validate supporting information before appeal; (claim line 2) [claim reference REF000233],1,coding_error,Coding Error,synthetic_rarc_style,157,22
"Diagnosis and documentation do not justify the service. Additional follow-up is required. action: attach support if available. Coverage appears active, but another payer rule may still apply. [audit reference REF000139]",6,medical_necessity,Medical Necessity,synthetic_rarc_style,219,30
Coverage was suspended when the service was rendered. Validate supporting information before appeal. (encounter ENC37617) [review reference REF000183],0,eligibility,Eligibility / Coverage,synthetic_rarc_style,150,18
"Payer response: Documentation does not support the billed procedure details. Additional follow-up is required. Filing date appears within the normal workflow, but the payer response remains unresolved. [claim reference REF000331]",8,documentation,Documentation,synthetic_rarc_style,229,30
Payer response: Required attachment was not included with the claim. workqueue: pre-bill review. [audit reference REF000458],8,documentation,Documentation,synthetic_rarc_style,124,16
Adjudication message: The code billed is not payable with the submitted modifier. Please review before resubmission. (encounter ENC62853) [prebill reference REF000336],1,coding_error,Coding Error,synthetic_rarc_style,167,21
"Remark: Service was already billed for the same patient and date; (payer edit EDT-711) Other insurance information may be current, but payer sequencing should be checked. [case reference REF000045]",3,duplicate_claim,Duplicate Claim,synthetic_rarc_style,197,29
Claim review note: Billing information could not be validated by payer. Correct and resubmit if appropriate. (claim line 8) action: route to denial prevention team. [prebill reference REF000170],9,other,Other Administrative,synthetic_rarc_style,194,28
"Payer response: A matching claim has already been paid; Validate supporting information before appeal; Documentation may be available, but the record should be confirmed. [review reference REF000054]",3,duplicate_claim,Duplicate Claim,synthetic_rarc_style,199,27
remark: claim contains inconsistent administrative information. (claim line 7) [prebill reference REF000347],9,other,Other Administrative,synthetic_rarc_style,108,12
"The information furnished does not substantiate the need for this level of claim line. If you have collected any amount from the beneficiary for this level of claim line/any amount that exceeds the limiting charge for the less extensive claim line, the law requires you to refund that amount to the beneficiary within 30 days of receiving this notice.",6,medical_necessity,Medical Necessity,official_rarc,351,59
Adjudication message: Coverage terminated before the submitted treatment was performed; Please review before resubmission; (claim ID CLM000143) [review reference REF000143],0,eligibility,Eligibility / Coverage,synthetic_rarc_style,172,20
Payer response: Referral was required before the service could be covered. (claim line 4) action: attach support if available. [case reference REF000182],2,authorization,Authorization / Referral,synthetic_rarc_style,153,22
Denial reason: Authorization was denied before claim submission. Correct and resubmit if appropriate. action: attach support if available. [audit reference REF000285],2,authorization,Authorization / Referral,synthetic_rarc_style,166,21
"Payer response: Diagnosis submitted does not meet Medicare contractor medical necessity criteria; Additional follow-up is required; (claim ID CLM000205) The service may be covered, but another denial condition should be reviewed. [review reference REF000205]",6,medical_necessity,Medical Necessity,synthetic_rarc_style,258,34
Adjudication message: Encounter is not considered medically necessary for the reported condition. Additional follow-up is required. (encounter ENC16613) [case reference REF000069],6,medical_necessity,Medical Necessity,synthetic_rarc_style,179,21
